suffix;len;count;%count;der;die;das;%der;%die;%das;rev
-ling;4;5;0.06;4;0;1;80.00;0.00;20.00;gnil-
-lag;3;6;0.07;6;0;0;100.00;0.00;0.00;gal-
-ed;2;6;0.07;2;0;4;33.33;0.00;66.67;de-
-haus;4;2;0.02;0;0;2;0.00;0.00;100.00;suah-
-uh;2;3;0.03;2;1;0;66.67;33.33;0.00;hu-
-ie;2;21;0.24;0;19;2;0.00;90.48;9.52;ei-
-if;2;2;0.02;1;1;0;50.00;50.00;0.00;fi-
-lei;3;1;0.01;0;0;1;0.00;0.00;100.00;iel-
-rkt;3;1;0.01;1;0;0;100.00;0.00;0.00;tkr-
-ihe;3;1;0.01;0;1;0;0.00;100.00;0.00;ehi-
-ad;2;6;0.07;2;0;4;33.33;0.00;66.67;da-
-ee;2;9;0.10;4;5;0;44.44;55.56;0.00;ee-
-llon;4;1;0.01;1;0;0;100.00;0.00;0.00;noll-
-lucht;5;2;0.02;0;2;0;0.00;100.00;0.00;thcul-
-ide;3;1;0.01;0;1;0;0.00;100.00;0.00;edi-
-licht;5;3;0.03;0;1;2;0.00;33.33;66.67;thcil-
-chbar;5;1;0.01;1;0;0;100.00;0.00;0.00;rabhc-
-imum;4;1;0.01;0;0;1;0.00;0.00;100.00;mumi-
-ig;2;4;0.05;4;0;0;100.00;0.00;0.00;gi-
-ef;2;3;0.03;3;0;0;100.00;0.00;0.00;fe-
-mi;2;1;0.01;1;0;0;100.00;0.00;0.00;im-
-icken;5;1;0.01;0;0;1;0.00;0.00;100.00;nekci-
-af;2;5;0.06;4;0;1;80.00;0.00;20.00;fa-
-eg;2;6;0.07;6;0;0;100.00;0.00;0.00;ge-
-eh;2;2;0.02;0;0;2;0.00;0.00;100.00;he-
-ort;3;8;0.09;3;3;2;37.50;37.50;25.00;tro-
-ag;2;14;0.16;14;0;0;100.00;0.00;0.00;ga-
-rtion;5;1;0.01;0;1;0;0.00;100.00;0.00;noitr-
-urant;5;1;0.01;0;0;1;0.00;0.00;100.00;tnaru-
-ont;3;2;0.02;1;1;0;50.00;50.00;0.00;tno-
-um;2;17;0.19;5;0;12;29.41;0.00;70.59;mu-
-lem;3;1;0.01;0;0;1;0.00;0.00;100.00;mel-
-ei;2;5;0.06;2;2;1;40.00;40.00;20.00;ie-
-amin;4;1;0.01;1;0;0;100.00;0.00;0.00;nima-
-nhalt;5;1;0.01;1;0;0;100.00;0.00;0.00;tlahn-
-len;3;1;0.01;1;0;0;100.00;0.00;0.00;nel-
-un;2;2;0.02;1;0;1;50.00;0.00;50.00;nu-
-lur;3;1;0.01;1;0;0;100.00;0.00;0.00;rul-
-tirn;4;1;0.01;0;1;0;0.00;100.00;0.00;nrit-
-ik;2;8;0.09;0;7;1;0.00;87.50;12.50;ki-
-müt;3;1;0.01;1;0;0;100.00;0.00;0.00;tüm-
-pray;4;1;0.01;0;0;1;0.00;0.00;100.00;yarp-
-üller;5;1;0.01;1;0;0;100.00;0.00;0.00;rellü-
-isky;4;1;0.01;1;0;0;100.00;0.00;0.00;yksi-
-yp;2;1;0.01;1;0;0;100.00;0.00;0.00;py-
-agge;4;1;0.01;0;1;0;0.00;100.00;0.00;egga-
-amen;4;1;0.01;1;0;0;100.00;0.00;0.00;nema-
-mm;2;7;0.08;4;0;3;57.14;0.00;42.86;mm-
-ek;2;1;0.01;0;1;0;0.00;100.00;0.00;ke-
-lan;3;4;0.05;3;0;1;75.00;0.00;25.00;nal-
-il;2;11;0.13;5;1;5;45.45;9.09;45.45;li-
-ak;2;2;0.02;1;0;1;50.00;0.00;50.00;ka-
-up;2;2;0.02;1;0;1;50.00;0.00;50.00;pu-
-mung;4;3;0.03;0;3;0;0.00;100.00;0.00;gnum-
-ilm;3;2;0.02;2;0;0;100.00;0.00;0.00;mli-
-lut;3;2;0.02;0;1;1;0.00;50.00;50.00;tul-
-el;2;80;0.91;47;16;17;58.75;20.00;21.25;le-
-weck;4;1;0.01;1;0;0;100.00;0.00;0.00;kcew-
-al;2;16;0.18;5;0;11;31.25;0.00;68.75;la-
-in;2;22;0.25;9;8;5;40.91;36.36;22.73;ni-
-em;2;3;0.03;1;0;2;33.33;0.00;66.67;me-
-ackel;5;1;0.01;0;1;0;0.00;100.00;0.00;lekca-
-dvoll;5;1;0.01;0;1;0;0.00;100.00;0.00;llovd-
-tatue;5;1;0.01;0;1;0;0.00;100.00;0.00;eutat-
-tolz;4;1;0.01;1;0;0;100.00;0.00;0.00;zlot-
-ipp;3;1;0.01;1;0;0;100.00;0.00;0.00;ppi-
-am;2;1;0.01;0;0;1;0.00;0.00;100.00;ma-
-io;2;3;0.03;0;0;3;0.00;0.00;100.00;oi-
-ur;2;15;0.17;4;11;0;26.67;73.33;0.00;ru-
-ler;3;16;0.18;16;0;0;100.00;0.00;0.00;rel-
-en;2;142;1.62;59;11;72;41.55;7.75;50.70;ne-
-lit;3;1;0.01;1;0;0;100.00;0.00;0.00;til-
-müse;4;1;0.01;0;0;1;0.00;0.00;100.00;esüm-
-imer;4;1;0.01;1;0;0;100.00;0.00;0.00;remi-
-ip;2;2;0.02;1;0;1;50.00;0.00;50.00;pi-
-eo;2;1;0.01;0;0;1;0.00;0.00;100.00;oe-
-lar;3;2;0.02;1;0;1;50.00;0.00;50.00;ral-
-dicht;5;1;0.01;0;0;1;0.00;0.00;100.00;thcid-
-an;2;9;0.10;7;0;2;77.78;0.00;22.22;na-
-us;2;11;0.13;6;2;3;54.55;18.18;27.27;su-
-ep;2;1;0.01;1;0;0;100.00;0.00;0.00;pe-
-pfel;4;2;0.02;2;0;0;100.00;0.00;0.00;lefp-
-adrat;5;1;0.01;0;0;1;0.00;0.00;100.00;tarda-
-ut;2;11;0.13;3;5;3;27.27;45.45;27.27;tu-
-las;3;2;0.02;0;0;2;0.00;0.00;100.00;sal-
-ap;2;1;0.01;0;0;1;0.00;0.00;100.00;pa-
-ir;2;1;0.01;1;0;0;100.00;0.00;0.00;ri-
-lat;3;1;0.01;1;0;0;100.00;0.00;0.00;tal-
-orter;5;1;0.01;1;0;0;100.00;0.00;0.00;retro-
-itt;3;7;0.08;6;1;0;85.71;14.29;0.00;tti-
-fon;3;2;0.02;0;0;2;0.00;0.00;100.00;nof-
-mkeit;5;1;0.01;0;1;0;0.00;100.00;0.00;tiekm-
-mt;2;1;0.01;1;0;0;100.00;0.00;0.00;tm-
-ipt;3;1;0.01;0;0;1;0.00;0.00;100.00;tpi-
-rücht;5;1;0.01;0;0;1;0.00;0.00;100.00;thcür-
-lau;3;1;0.01;0;0;1;0.00;0.00;100.00;ual-
-pfen;4;2;0.02;1;0;1;50.00;0.00;50.00;nefp-
-is;2;23;0.26;9;3;11;39.13;13.04;47.83;si-
-er;2;176;2.00;117;22;37;66.48;12.50;21.02;re-
-erarm;5;1;0.01;1;0;0;100.00;0.00;0.00;mrare-
-arade;5;1;0.01;0;1;0;0.00;100.00;0.00;edara-
-es;2;1;0.01;1;0;0;100.00;0.00;0.00;se-
-tift;4;3;0.03;3;0;0;100.00;0.00;0.00;tfit-
-ar;2;11;0.13;5;2;4;45.45;18.18;36.36;ra-
-it;2;51;0.58;5;44;2;9.80;86.27;3.92;ti-
-et;2;6;0.07;1;0;5;16.67;0.00;83.33;te-
-as;2;4;0.05;0;0;4;0.00;0.00;100.00;sa-
-andel;5;1;0.01;1;0;0;100.00;0.00;0.00;ledna-
-iv;2;1;0.01;1;0;0;100.00;0.00;0.00;vi-
-eiß;3;2;0.02;1;0;1;50.00;0.00;50.00;ßie-
-at;2;7;0.08;6;0;1;85.71;0.00;14.29;ta-
-mode;4;1;0.01;0;1;0;0.00;100.00;0.00;edom-
-gummi;5;1;0.01;1;0;0;100.00;0.00;0.00;immug-
-uz;2;1;0.01;0;0;1;0.00;0.00;100.00;zu-
-pfer;4;3;0.03;1;0;2;33.33;0.00;66.67;refp-
-milie;5;1;0.01;0;1;0;0.00;100.00;0.00;eilim-
-au;2;7;0.08;1;4;2;14.29;57.14;28.57;ua-
-tfit;4;1;0.01;0;0;1;0.00;0.00;100.00;tift-
-ew;2;1;0.01;0;0;1;0.00;0.00;100.00;we-
-nsch;4;2;0.02;2;0;0;100.00;0.00;0.00;hcsn-
-itz;3;5;0.06;3;0;2;60.00;0.00;40.00;zti-
-ex;2;1;0.01;1;0;0;100.00;0.00;0.00;xe-
-hnitt;5;2;0.02;2;0;0;100.00;0.00;0.00;ttinh-
-ridor;5;1;0.01;1;0;0;100.00;0.00;0.00;rodir-
-iz;2;1;0.01;0;1;0;0.00;100.00;0.00;zi-
-hritt;5;4;0.05;3;1;0;75.00;25.00;0.00;ttirh-
-ay;2;1;0.01;0;0;1;0.00;0.00;100.00;ya-
-nadel;5;1;0.01;0;1;0;0.00;100.00;0.00;ledan-
-tange;5;1;0.01;0;1;0;0.00;100.00;0.00;egnat-
-gebot;5;1;0.01;0;0;1;0.00;0.00;100.00;tobeg-
-ander;5;1;0.01;0;0;1;0.00;0.00;100.00;redna-
-blick;5;2;0.02;2;0;0;100.00;0.00;0.00;kcilb-
-tatus;5;1;0.01;1;0;0;100.00;0.00;0.00;sutat-
-rbeer;5;1;0.01;1;0;0;100.00;0.00;0.00;reebr-
-urer;4;1;0.01;1;0;0;100.00;0.00;0.00;reru-
-rbeit;5;1;0.01;0;1;0;0.00;100.00;0.00;tiebr-
-rün;3;1;0.01;0;0;1;0.00;0.00;100.00;nür-
-thmus;5;1;0.01;1;0;0;100.00;0.00;0.00;sumht-
-ßfach;5;1;0.01;1;0;0;100.00;0.00;0.00;hcafß-
-tsche;5;3;0.03;1;2;0;33.33;66.67;0.00;ehcst-
-lange;5;1;0.01;0;1;0;0.00;100.00;0.00;egnal-
-rund;4;3;0.03;3;0;0;100.00;0.00;0.00;dnur-
-ewand;5;1;0.01;0;0;1;0.00;0.00;100.00;dnawe-
-ähler;5;1;0.01;1;0;0;100.00;0.00;0.00;relhä-
-zung;4;4;0.05;0;4;0;0.00;100.00;0.00;gnuz-
-rung;4;22;0.25;1;21;0;4.55;95.45;0.00;gnur-
-ibung;5;1;0.01;0;1;0;0.00;100.00;0.00;gnubi-
-osten;5;2;0.02;0;2;0;0.00;100.00;0.00;netso-
-uche;4;1;0.01;0;1;0;0.00;100.00;0.00;ehcu-
-rube;4;1;0.01;0;1;0;0.00;100.00;0.00;ebur-
-chuh;4;2;0.02;2;0;0;100.00;0.00;0.00;huhc-
-chaf;4;1;0.01;0;0;1;0.00;0.00;100.00;fahc-
-ufel;4;2;0.02;1;1;0;50.00;50.00;0.00;lefu-
-ltung;5;1;0.01;0;1;0;0.00;100.00;0.00;gnutl-
-oster;5;1;0.01;0;0;1;0.00;0.00;100.00;retso-
-rät;3;2;0.02;0;0;2;0.00;0.00;100.00;tär-
-rrad;4;2;0.02;0;0;2;0.00;0.00;100.00;darr-
-sonal;5;1;0.01;0;0;1;0.00;0.00;100.00;lanos-
-iefel;5;1;0.01;1;0;0;100.00;0.00;0.00;lefei-
-danke;5;1;0.01;1;0;0;100.00;0.00;0.00;eknad-
-ufen;4;2;0.02;1;0;1;50.00;0.00;50.00;nefu-
-tisch;5;1;0.01;1;0;0;100.00;0.00;0.00;hcsit-
-odukt;5;1;0.01;0;0;1;0.00;0.00;100.00;tkudo-
-nzose;5;1;0.01;1;0;0;100.00;0.00;0.00;esozn-
-chel;4;2;0.02;1;1;0;50.00;50.00;0.00;lehc-
-afung;5;1;0.01;0;1;0;0.00;100.00;0.00;gnufa-
-chal;4;1;0.01;1;0;0;100.00;0.00;0.00;lahc-
-osch;4;1;0.01;1;0;0;100.00;0.00;0.00;hcso-
-iefer;5;2;0.02;1;1;0;50.00;50.00;0.00;refei-
-ngst;4;2;0.02;0;2;0;0.00;100.00;0.00;tsgn-
-timme;5;1;0.01;0;1;0;0.00;100.00;0.00;emmit-
-chen;4;19;0.22;4;1;14;21.05;5.26;73.68;nehc-
-htum;4;1;0.01;1;0;0;100.00;0.00;0.00;muth-
-rren;4;1;0.01;1;0;0;100.00;0.00;0.00;nerr-
-ßen;3;1;0.01;0;0;1;0.00;0.00;100.00;neß-
-uchs;4;1;0.01;1;0;0;100.00;0.00;0.00;shcu-
-voll;4;1;0.01;0;1;0;0.00;100.00;0.00;llov-
-cher;4;4;0.05;4;0;0;100.00;0.00;0.00;rehc-
-ucht;4;4;0.05;0;4;0;0.00;100.00;0.00;thcu-
-lisch;5;1;0.01;0;0;1;0.00;0.00;100.00;hcsil-
-rine;4;1;0.01;0;1;0;0.00;100.00;0.00;enir-
-nfall;5;2;0.02;2;0;0;100.00;0.00;0.00;llafn-
-htel;4;1;0.01;0;1;0;0.00;100.00;0.00;leth-
-rrer;4;1;0.01;1;0;0;100.00;0.00;0.00;rerr-
-mfort;5;1;0.01;1;0;0;100.00;0.00;0.00;trofm-
-ssor;4;1;0.01;1;0;0;100.00;0.00;0.00;ross-
-hzeit;5;1;0.01;0;1;0;0.00;100.00;0.00;tiezh-
-rvice;5;1;0.01;1;0;0;100.00;0.00;0.00;ecivr-
-ring;4;1;0.01;1;0;0;100.00;0.00;0.00;gnir-
-hten;4;2;0.02;0;1;1;0.00;50.00;50.00;neth-
-kohol;5;1;0.01;1;0;0;100.00;0.00;0.00;lohok-
-bruch;5;1;0.01;1;0;0;100.00;0.00;0.00;hcurb-
-abrik;5;1;0.01;0;1;0;0.00;100.00;0.00;kirba-
-riff;4;6;0.07;6;0;0;100.00;0.00;0.00;ffir-
-rott;4;1;0.01;1;0;0;100.00;0.00;0.00;ttor-
-zirk;4;2;0.02;2;0;0;100.00;0.00;0.00;kriz-
-hter;4;4;0.05;3;1;0;75.00;25.00;0.00;reth-
-chock;5;1;0.01;1;0;0;100.00;0.00;0.00;kcohc-
-kmal;4;1;0.01;0;0;1;0.00;0.00;100.00;lamk-
-chied;5;2;0.02;2;0;0;100.00;0.00;0.00;deihc-
-wung;4;1;0.01;1;0;0;100.00;0.00;0.00;gnuw-
-oman;4;1;0.01;1;0;0;100.00;0.00;0.00;namo-
-abine;5;1;0.01;0;1;0;0.00;100.00;0.00;eniba-
-igung;5;5;0.06;0;5;0;0.00;100.00;0.00;gnugi-
-rche;4;1;0.01;0;1;0;0.00;100.00;0.00;ehcr-
-öser;4;1;0.01;1;0;0;100.00;0.00;0.00;resö-
-fbahn;5;1;0.01;0;1;0;0.00;100.00;0.00;nhabf-
-löser;5;1;0.01;1;0;0;100.00;0.00;0.00;resöl-
-omer;4;1;0.01;1;0;0;100.00;0.00;0.00;remo-
-ratze;5;1;0.01;0;1;0;0.00;100.00;0.00;eztar-
-lumen;5;1;0.01;0;0;1;0.00;0.00;100.00;nemul-
-rfen;4;1;0.01;0;1;0;0.00;100.00;0.00;nefr-
-kauf;4;2;0.02;1;1;0;50.00;50.00;0.00;fuak-
-atue;4;1;0.01;0;1;0;0.00;100.00;0.00;euta-
-ggon;4;1;0.01;1;0;0;100.00;0.00;0.00;nogg-
-rift;4;1;0.01;0;1;0;0.00;100.00;0.00;tfir-
-haber;5;1;0.01;1;0;0;100.00;0.00;0.00;rebah-
-affee;5;1;0.01;1;0;0;100.00;0.00;0.00;eeffa-
-sie;3;3;0.03;0;3;0;0.00;100.00;0.00;eis-
-rfer;4;1;0.01;1;0;0;100.00;0.00;0.00;refr-
-owboy;5;1;0.01;1;0;0;100.00;0.00;0.00;yobwo-
-rinz;4;1;0.01;1;0;0;100.00;0.00;0.00;znir-
-ekord;5;1;0.01;1;0;0;100.00;0.00;0.00;droke-
-ppe;3;8;0.09;0;8;0;0.00;100.00;0.00;epp-
-dell;4;1;0.01;0;0;1;0.00;0.00;100.00;lled-
-phe;3;1;0.01;0;1;0;0.00;100.00;0.00;ehp-
-sum;3;1;0.01;0;0;1;0.00;0.00;100.00;mus-
-atei;4;1;0.01;0;1;0;0.00;100.00;0.00;ieta-
-atum;4;1;0.01;0;0;1;0.00;0.00;100.00;muta-
-randa;5;1;0.01;0;1;0;0.00;100.00;0.00;adnar-
-sik;3;1;0.01;0;1;0;0.00;100.00;0.00;kis-
-heln;4;1;0.01;0;0;1;0.00;0.00;100.00;nleh-
-atik;4;1;0.01;0;1;0;0.00;100.00;0.00;kita-
-mse;3;1;0.01;0;1;0;0.00;100.00;0.00;esm-
-itik;4;2;0.02;0;2;0;0.00;100.00;0.00;kiti-
-inse;4;1;0.01;0;1;0;0.00;100.00;0.00;esni-
-sel;3;3;0.03;1;2;0;33.33;66.67;0.00;les-
-itel;4;2;0.02;1;0;1;50.00;0.00;50.00;leti-
-sal;3;1;0.01;0;0;1;0.00;0.00;100.00;las-
-stern;5;1;0.01;0;0;1;0.00;0.00;100.00;nrets-
-othek;5;1;0.01;0;1;0;0.00;100.00;0.00;kehto-
-sin;3;2;0.02;1;1;0;50.00;50.00;0.00;nis-
-sen;3;17;0.19;2;0;15;11.76;0.00;88.24;nes-
-anke;4;1;0.01;1;0;0;100.00;0.00;0.00;ekna-
-tüm;3;1;0.01;0;0;1;0.00;0.00;100.00;müt-
-iten;4;1;0.01;0;1;0;0.00;100.00;0.00;neti-
-aten;4;1;0.01;0;1;0;0.00;100.00;0.00;neta-
-inge;4;1;0.01;0;1;0;0.00;100.00;0.00;egni-
-atur;4;3;0.03;0;3;0;0.00;100.00;0.00;ruta-
-ange;4;4;0.05;0;4;0;0.00;100.00;0.00;egna-
-enge;4;2;0.02;0;2;0;0.00;100.00;0.00;egne-
-rheit;5;3;0.03;0;3;0;0.00;100.00;0.00;tiehr-
-atus;4;1;0.01;1;0;0;100.00;0.00;0.00;suta-
-inkel;5;1;0.01;1;0;0;100.00;0.00;0.00;lekni-
-ance;4;1;0.01;0;1;0;0.00;100.00;0.00;ecna-
-inken;5;1;0.01;0;0;1;0.00;0.00;100.00;nekni-
-sis;3;1;0.01;0;1;0;0.00;100.00;0.00;sis-
-ser;3;5;0.06;3;0;2;60.00;0.00;40.00;res-
-anch;4;1;0.01;0;1;0;0.00;100.00;0.00;hcna-
-eter;4;2;0.02;2;0;0;100.00;0.00;0.00;rete-
-iter;4;5;0.06;4;1;0;80.00;20.00;0.00;reti-
-ater;4;5;0.06;4;0;1;80.00;0.00;20.00;reta-
-stent;5;1;0.01;1;0;0;100.00;0.00;0.00;tnets-
-mon;3;1;0.01;1;0;0;100.00;0.00;0.00;nom-
-hmack;5;1;0.01;1;0;0;100.00;0.00;0.00;kcamh-
-tmen;4;1;0.01;0;0;1;0.00;0.00;100.00;nemt-
-tän;3;1;0.01;1;0;0;100.00;0.00;0.00;nät-
-gie;3;3;0.03;0;3;0;0.00;100.00;0.00;eig-
-ounge;5;1;0.01;0;1;0;0.00;100.00;0.00;egnuo-
-ilung;5;1;0.01;0;1;0;0.00;100.00;0.00;gnuli-
-oß;2;3;0.03;3;0;0;100.00;0.00;0.00;ßo-
-itung;5;2;0.02;0;2;0;0.00;100.00;0.00;gnuti-
-dte;3;1;0.01;1;0;0;100.00;0.00;0.00;etd-
-mor;3;2;0.02;2;0;0;100.00;0.00;0.00;rom-
-laub;4;2;0.02;2;0;0;100.00;0.00;0.00;bual-
-nsatz;5;2;0.02;2;0;0;100.00;0.00;0.00;ztasn-
-fanne;5;1;0.01;0;1;0;0.00;100.00;0.00;ennaf-
-taub;4;1;0.01;1;0;0;100.00;0.00;0.00;buat-
-iete;4;1;0.01;0;1;0;0.00;100.00;0.00;etei-
-stenz;5;1;0.01;0;1;0;0.00;100.00;0.00;znets-
-tär;3;1;0.01;1;0;0;100.00;0.00;0.00;rät-
-zehnt;5;1;0.01;0;0;1;0.00;0.00;100.00;tnhez-
-arken;5;1;0.01;0;0;1;0.00;0.00;100.00;nekra-
-laue;4;1;0.01;0;1;0;0.00;100.00;0.00;eual-
-tät;3;7;0.08;0;7;0;0.00;100.00;0.00;tät-
-eele;4;1;0.01;0;1;0;0.00;100.00;0.00;elee-
-inkt;4;1;0.01;1;0;0;100.00;0.00;0.00;tkni-
-tchen;5;1;0.01;0;0;1;0.00;0.00;100.00;nehct-
-ase;3;3;0.03;0;3;0;0.00;100.00;0.00;esa-
-rikot;5;1;0.01;0;0;1;0.00;0.00;100.00;tokir-
-gel;3;13;0.15;11;2;0;84.62;15.38;0.00;leg-
-mpuls;5;1;0.01;1;0;0;100.00;0.00;0.00;slupm-
-agd;3;3;0.03;0;3;0;0.00;100.00;0.00;dga-
-traum;5;1;0.01;1;0;0;100.00;0.00;0.00;muart-
-gal;3;2;0.02;0;0;2;0.00;0.00;100.00;lag-
-gin;3;1;0.01;0;1;0;0.00;100.00;0.00;nig-
-tarre;5;1;0.01;0;1;0;0.00;100.00;0.00;errat-
-gur;3;1;0.01;0;1;0;0.00;100.00;0.00;rug-
-age;3;6;0.07;0;6;0;0.00;100.00;0.00;ega-
-gen;3;16;0.18;13;0;3;81.25;0.00;18.75;neg-
-terne;5;1;0.01;0;1;0;0.00;100.00;0.00;enret-
-gan;3;1;0.01;0;0;1;0.00;0.00;100.00;nag-
-ehen;4;3;0.03;0;0;3;0.00;0.00;100.00;nehe-
-usch;4;4;0.05;3;0;1;75.00;0.00;25.00;hcsu-
-niker;5;1;0.01;1;0;0;100.00;0.00;0.00;rekin-
-perte;5;1;0.01;1;0;0;100.00;0.00;0.00;etrep-
-ntum;4;1;0.01;0;0;1;0.00;0.00;100.00;mutn-
-ach;3;4;0.05;2;0;2;50.00;0.00;50.00;hca-
-ger;3;17;0.19;15;0;2;88.24;0.00;11.76;reg-
-hrase;5;1;0.01;0;1;0;0.00;100.00;0.00;esarh-
-lamm;4;1;0.01;1;0;0;100.00;0.00;0.00;mmal-
-tamm;4;3;0.03;3;0;0;100.00;0.00;0.00;mmat-
-tail;4;1;0.01;0;0;1;0.00;0.00;100.00;liat-
-lchen;5;2;0.02;1;0;1;50.00;0.00;50.00;nehcl-
-ack;3;4;0.05;3;0;1;75.00;0.00;25.00;kca-
-ntel;4;2;0.02;2;0;0;100.00;0.00;0.00;letn-
-ummi;4;1;0.01;1;0;0;100.00;0.00;0.00;immu-
-ntur;4;1;0.01;0;1;0;0.00;100.00;0.00;rutn-
-ass;3;2;0.02;1;0;1;50.00;0.00;50.00;ssa-
-aos;3;1;0.01;0;0;1;0.00;0.00;100.00;soa-
-eisen;5;1;0.01;0;0;1;0.00;0.00;100.00;nesie-
-abor;4;1;0.01;0;0;1;0.00;0.00;100.00;roba-
-ast;3;3;0.03;3;0;0;100.00;0.00;0.00;tsa-
-nter;4;1;0.01;1;0;0;100.00;0.00;0.00;retn-
-ahren;5;1;0.01;0;0;1;0.00;0.00;100.00;nerha-
-ebot;4;1;0.01;0;0;1;0.00;0.00;100.00;tobe-
-ntar;4;1;0.01;1;0;0;100.00;0.00;0.00;ratn-
-akt;3;1;0.01;1;0;0;100.00;0.00;0.00;tka-
-mmel;4;3;0.03;2;1;0;66.67;33.33;0.00;lemm-
-wolle;5;1;0.01;0;1;0;0.00;100.00;0.00;ellow-
-mplar;5;1;0.01;0;0;1;0.00;0.00;100.00;ralpm-
-dchen;5;2;0.02;0;1;1;0.00;50.00;50.00;nehcd-
-mmen;4;1;0.01;0;0;1;0.00;0.00;100.00;nemm-
-umen;4;2;0.02;1;0;1;50.00;0.00;50.00;nemu-
-ahrer;5;1;0.01;1;0;0;100.00;0.00;0.00;rerha-
-ellan;5;1;0.01;0;0;1;0.00;0.00;100.00;nalle-
-mmer;4;10;0.11;2;2;6;20.00;20.00;60.00;remm-
-allon;5;1;0.01;1;0;0;100.00;0.00;0.00;nolla-
-ipfel;5;1;0.01;1;0;0;100.00;0.00;0.00;lefpi-
-ehler;5;3;0.03;3;0;0;100.00;0.00;0.00;relhe-
-eller;5;3;0.03;3;0;0;100.00;0.00;0.00;relle-
-ellit;5;1;0.01;1;0;0;100.00;0.00;0.00;tille-
-ebühr;5;1;0.01;0;1;0;0.00;100.00;0.00;rhübe-
-ktie;4;1;0.01;0;1;0;0.00;100.00;0.00;eitk-
-säule;5;1;0.01;0;1;0;0.00;100.00;0.00;eluäs-
-rsch;4;1;0.01;1;0;0;100.00;0.00;0.00;hcsr-
-fehl;4;1;0.01;1;0;0;100.00;0.00;0.00;lhef-
-eweis;5;2;0.02;2;0;0;100.00;0.00;0.00;siewe-
-stag;4;1;0.01;1;0;0;100.00;0.00;0.00;gats-
-rneur;5;1;0.01;1;0;0;100.00;0.00;0.00;ruenr-
-rson;4;1;0.01;0;1;0;0.00;100.00;0.00;nosr-
-ndung;5;4;0.05;0;4;0;0.00;100.00;0.00;gnudn-
-stik;4;1;0.01;0;0;1;0.00;0.00;100.00;kits-
-pitän;5;1;0.01;1;0;0;100.00;0.00;0.00;nätip-
-ügel;4;3;0.03;3;0;0;100.00;0.00;0.00;legü-
-lügel;5;1;0.01;1;0;0;100.00;0.00;0.00;legül-
-ruß;3;1;0.01;1;0;0;100.00;0.00;0.00;ßur-
-ügen;4;1;0.01;0;0;1;0.00;0.00;100.00;negü-
-rmee;4;1;0.01;0;1;0;0.00;100.00;0.00;eemr-
-otel;4;2;0.02;0;0;2;0.00;0.00;100.00;leto-
-stem;4;1;0.01;0;0;1;0.00;0.00;100.00;mets-
-oten;4;1;0.01;1;0;0;100.00;0.00;0.00;neto-
-maus;4;1;0.01;0;1;0;0.00;100.00;0.00;suam-
-ktur;4;1;0.01;0;1;0;0.00;100.00;0.00;rutk-
-sten;4;4;0.05;2;2;0;50.00;50.00;0.00;nets-
-litik;5;2;0.02;0;2;0;0.00;100.00;0.00;kitil-
-osion;5;2;0.02;0;2;0;0.00;100.00;0.00;noiso-
-ungel;5;1;0.01;1;0;0;100.00;0.00;0.00;legnu-
-oter;4;1;0.01;1;0;0;100.00;0.00;0.00;reto-
-kter;4;1;0.01;1;0;0;100.00;0.00;0.00;retk-
-präch;5;2;0.02;0;0;2;0.00;0.00;100.00;hcärp-
-huss;4;2;0.02;2;0;0;100.00;0.00;0.00;ssuh-
-ster;4;12;0.14;5;2;5;41.67;16.67;41.67;rets-
-rmel;4;1;0.01;1;0;0;100.00;0.00;0.00;lemr-
-linge;5;1;0.01;0;1;0;0.00;100.00;0.00;egnil-
-rmin;4;1;0.01;0;1;0;0.00;100.00;0.00;nimr-
-dukt;4;1;0.01;0;0;1;0.00;0.00;100.00;tkud-
-ktiv;4;1;0.01;1;0;0;100.00;0.00;0.00;vitk-
-unger;5;1;0.01;1;0;0;100.00;0.00;0.00;regnu-
-zug;3;4;0.05;4;0;0;100.00;0.00;0.00;guz-
-aurer;5;1;0.01;1;0;0;100.00;0.00;0.00;rerua-
-inung;5;1;0.01;0;1;0;0.00;100.00;0.00;gnuni-
-tinkt;5;1;0.01;1;0;0;100.00;0.00;0.00;tknit-
-önig;4;1;0.01;1;0;0;100.00;0.00;0.00;ginö-
-rama;4;1;0.01;0;0;1;0.00;0.00;100.00;amar-
-kete;4;2;0.02;0;2;0;0.00;100.00;0.00;etek-
-otiz;4;1;0.01;0;1;0;0.00;100.00;0.00;zito-
-geld;4;1;0.01;0;0;1;0.00;0.00;100.00;dleg-
-raue;4;2;0.02;0;2;0;0.00;100.00;0.00;euar-
-kzent;5;1;0.01;1;0;0;100.00;0.00;0.00;tnezk-
-zei;3;1;0.01;0;1;0;0.00;100.00;0.00;iez-
-twe;3;1;0.01;0;1;0;0.00;100.00;0.00;ewt-
-nhöhe;5;1;0.01;0;1;0;0.00;100.00;0.00;ehöhn-
-zel;3;1;0.01;0;1;0;0.00;100.00;0.00;lez-
-ause;4;3;0.03;0;2;1;0.00;66.67;33.33;esua-
-arung;5;1;0.01;0;1;0;0.00;100.00;0.00;gnura-
-zin;3;2;0.02;0;1;1;0.00;50.00;50.00;niz-
-zen;3;5;0.06;2;1;2;40.00;20.00;40.00;nez-
-ürger;5;1;0.01;1;0;0;100.00;0.00;0.00;regrü-
