suffix;len;count;%count;der;die;das;%der;%die;%das;rev
-ßes;3;1;0.00;0;0;1;0.00;0.00;100.00;seß-
-alfan;5;1;0.00;1;0;0;100.00;0.00;0.00;nafla-
-amico;5;1;0.00;1;0;0;100.00;0.00;0.00;ocima-
-tifa;4;1;0.00;0;1;0;0.00;100.00;0.00;afit-
-gszug;5;23;0.00;23;0;0;100.00;0.00;0.00;guzsg-
-ylux;4;1;0.00;1;0;0;100.00;0.00;0.00;xuly-
-ngone;5;1;0.00;1;0;0;100.00;0.00;0.00;enogn-
-werke;5;1;0.00;1;0;0;100.00;0.00;0.00;ekrew-
-yptus;5;2;0.00;2;0;0;100.00;0.00;0.00;sutpy-
-titte;5;1;0.00;0;1;0;0.00;100.00;0.00;ettit-
-xung;4;1;0.00;0;1;0;0.00;100.00;0.00;gnux-
-osieg;5;1;0.00;1;0;0;100.00;0.00;0.00;geiso-
-beöl;4;2;0.00;0;0;2;0.00;0.00;100.00;löeb-
-nduba;5;2;0.00;1;0;1;50.00;0.00;50.00;abudn-
-vrit;4;2;0.00;1;0;1;50.00;0.00;50.00;tirv-
-tler;4;383;0.02;383;0;0;100.00;0.00;0.00;relt-
-arupf;5;1;0.00;1;0;0;100.00;0.00;0.00;fpura-
-tiff;4;2;0.00;2;0;0;100.00;0.00;0.00;ffit-
-tlet;4;5;0.00;0;0;5;0.00;0.00;100.00;telt-
-chyk;4;1;0.00;1;0;0;100.00;0.00;0.00;kyhc-
-eilos;5;2;0.00;1;0;1;50.00;0.00;50.00;solie-
-chym;4;26;0.00;0;0;26;0.00;0.00;100.00;myhc-
-eilot;5;1;0.00;0;0;1;0.00;0.00;100.00;tolie-
-tiqua;5;1;0.00;0;1;0;0.00;100.00;0.00;auqit-
-uaste;5;2;0.00;0;2;0;0.00;100.00;0.00;etsau-
-zzein;5;1;0.00;0;0;1;0.00;0.00;100.00;niezz-
-ébé;3;1;0.00;0;0;1;0.00;0.00;100.00;ébé-
-ralto;5;2;0.00;2;0;0;100.00;0.00;0.00;otlar-
-läfe;4;1;0.00;0;1;0;0.00;100.00;0.00;efäl-
-rtalg;5;1;0.00;1;0;0;100.00;0.00;0.00;glatr-
-ekrut;5;1;0.00;1;0;0;100.00;0.00;0.00;turke-
-rboxl;5;1;0.00;0;1;0;0.00;100.00;0.00;lxobr-
-osier;5;1;0.00;1;0;0;100.00;0.00;0.00;reiso-
-tique;5;9;0.00;0;9;0;0.00;100.00;0.00;euqit-
-ivant;5;1;0.00;1;0;0;100.00;0.00;0.00;tnavi-
-kenei;5;1;0.00;0;0;1;0.00;0.00;100.00;ienek-
-läff;4;1;0.00;0;0;1;0.00;0.00;100.00;ffäl-
-hrmaß;5;1;0.00;0;0;1;0.00;0.00;100.00;ßamrh-
-chys;4;2;0.00;2;0;0;100.00;0.00;0.00;syhc-
-rsait;5;1;0.00;1;0;0;100.00;0.00;0.00;tiasr-
-smilz;5;2;0.00;0;2;0;0.00;100.00;0.00;zlims-
-chyt;4;1;0.00;1;0;0;100.00;0.00;0.00;tyhc-
-urtag;5;2;0.00;2;0;0;100.00;0.00;0.00;gatru-
-kherd;5;1;0.00;1;0;0;100.00;0.00;0.00;drehk-
-ülgas;5;1;0.00;0;0;1;0.00;0.00;100.00;saglü-
-hiato;5;1;0.00;1;0;0;100.00;0.00;0.00;otaih-
-pphut;5;2;0.00;2;0;0;100.00;0.00;0.00;tuhpp-
-löwin;5;3;0.00;0;3;0;0.00;100.00;0.00;niwöl-
-hippe;5;8;0.00;0;8;0;0.00;100.00;0.00;eppih-
-zzeit;5;24;0.00;0;24;0;0.00;100.00;0.00;tiezz-
-ureer;5;1;0.00;1;0;0;100.00;0.00;0.00;reeru-
-ezza;4;2;0.00;0;2;0;0.00;100.00;0.00;azze-
-rtalk;5;1;0.00;1;0;0;100.00;0.00;0.00;klatr-
-gmehl;5;1;0.00;0;0;1;0.00;0.00;100.00;lhemg-
-zeyit;5;1;0.00;1;0;0;100.00;0.00;0.00;tiyez-
-soire;5;2;0.00;0;0;2;0.00;0.00;100.00;erios-
-tift;4;206;0.01;186;1;19;90.29;0.49;9.22;tfit-
-osuba;5;1;0.00;1;0;0;100.00;0.00;0.00;abuso-
-hmöwe;5;6;0.00;0;6;0;0.00;100.00;0.00;ewömh-
-spost;5;8;0.00;0;8;0;0.00;100.00;0.00;tsops-
-èce;3;1;0.00;0;1;0;0.00;100.00;0.00;ecè-
-urtal;5;1;0.00;0;0;1;0.00;0.00;100.00;latru-
-zdame;5;2;0.00;0;2;0;0.00;100.00;0.00;emadz-
-usweg;5;2;0.00;2;0;0;100.00;0.00;0.00;gewsu-
-sluft;5;15;0.00;0;15;0;0.00;100.00;0.00;tfuls-
-möoid;5;1;0.00;0;0;1;0.00;0.00;100.00;dioöm-
-ruvit;5;2;0.00;2;0;0;100.00;0.00;0.00;tivur-
-yhead;5;1;0.00;0;0;1;0.00;0.00;100.00;daehy-
-ushit;5;3;0.00;3;0;0;100.00;0.00;0.00;tihsu-
-kener;5;4;0.00;4;0;0;100.00;0.00;0.00;renek-
-kenes;5;2;0.00;0;0;2;0.00;0.00;100.00;senek-
-nefit;5;1;0.00;1;0;0;100.00;0.00;0.00;tifen-
-edlau;5;1;0.00;0;0;1;0.00;0.00;100.00;ualde-
-tcha;4;3;0.00;2;0;1;66.67;0.00;33.33;ahct-
-lagte;5;5;0.00;0;5;0;0.00;100.00;0.00;etgal-
-tärin;5;56;0.00;0;56;0;0.00;100.00;0.00;nirät-
-srad;4;22;0.00;0;0;22;0.00;0.00;100.00;dars-
-vile;4;1;0.00;0;1;0;0.00;100.00;0.00;eliv-
-anche;5;118;0.01;0;118;0;0.00;100.00;0.00;ehcna-
-fetzn;5;1;0.00;1;0;0;100.00;0.00;0.00;nztef-
-nglot;5;1;0.00;0;0;1;0.00;0.00;100.00;tolgn-
-zdamm;5;4;0.00;4;0;0;100.00;0.00;0.00;mmadz-
-zedon;5;2;0.00;1;0;1;50.00;0.00;50.00;nodez-
-xtole;5;1;0.00;0;1;0;0.00;100.00;0.00;elotx-
-sätin;5;1;0.00;0;1;0;0.00;100.00;0.00;nitäs-
-tuch;4;185;0.01;0;0;185;0.00;0.00;100.00;hcut-
-kherr;5;1;0.00;1;0;0;100.00;0.00;0.00;rrehk-
-yrte;4;15;0.00;0;15;0;0.00;100.00;0.00;etry-
-uiit;4;2;0.00;2;0;0;100.00;0.00;0.00;tiiu-
-isade;5;1;0.00;0;1;0;0.00;100.00;0.00;edasi-
-ezzo;4;2;0.00;1;0;1;50.00;0.00;50.00;ozze-
-tuck;4;1;0.00;1;0;0;100.00;0.00;0.00;kcut-
-ßkeil;5;1;0.00;1;0;0;100.00;0.00;0.00;liekß-
-neuer;5;1;0.00;1;0;0;100.00;0.00;0.00;reuen-
-tchi;4;1;0.00;0;0;1;0.00;0.00;100.00;ihct-
-aping;5;3;0.00;0;0;3;0.00;0.00;100.00;gnipa-
-tetik;5;2;0.00;0;2;0;0.00;100.00;0.00;kitet-
-uxen;4;2;0.00;0;1;1;0.00;50.00;50.00;nexu-
-beben;5;21;0.00;0;0;21;0.00;0.00;100.00;nebeb-
-binol;5;4;0.00;0;0;4;0.00;0.00;100.00;lonib-
-sran;4;2;0.00;0;0;2;0.00;0.00;100.00;nars-
-nné;3;1;0.00;0;0;1;0.00;0.00;100.00;énn-
-ancho;5;1;0.00;1;0;0;100.00;0.00;0.00;ohcna-
-agbär;5;1;0.00;1;0;0;100.00;0.00;0.00;räbga-
-lwerk;5;46;0.00;0;0;46;0.00;0.00;100.00;krewl-
-ibose;5;2;0.00;0;2;0;0.00;100.00;0.00;esobi-
-aläse;5;1;0.00;0;1;0;0.00;100.00;0.00;esäla-
-weine;5;1;0.00;0;0;1;0.00;0.00;100.00;eniew-
-ngips;5;1;0.00;1;0;0;100.00;0.00;0.00;spign-
-slohn;5;22;0.00;22;0;0;100.00;0.00;0.00;nhols-
-ovinj;5;1;0.00;0;0;1;0.00;0.00;100.00;jnivo-
-ucke;4;21;0.00;1;20;0;4.76;95.24;0.00;ekcu-
-lrebe;5;2;0.00;0;2;0;0.00;100.00;0.00;eberl-
-ästin;5;1;0.00;0;1;0;0.00;100.00;0.00;nitsä-
-srat;4;53;0.00;53;0;0;100.00;0.00;0.00;tars-
-srau;4;1;0.00;1;0;0;100.00;0.00;0.00;uars-
-raute;5;26;0.00;0;26;0;0.00;100.00;0.00;etuar-
-arort;5;1;0.00;1;0;0;100.00;0.00;0.00;trora-
-ehole;5;1;0.00;0;0;1;0.00;0.00;100.00;elohe-
-otfix;5;1;0.00;1;0;0;100.00;0.00;0.00;xifto-
-nfuhr;5;8;0.00;0;8;0;0.00;100.00;0.00;rhufn-
-ucki;4;1;0.00;0;0;1;0.00;0.00;100.00;ikcu-
-ahre;4;8;0.00;2;6;0;25.00;75.00;0.00;erha-
-zykel;5;4;0.00;4;0;0;100.00;0.00;0.00;lekyz-
-dtyp;4;4;0.00;4;0;0;100.00;0.00;0.00;pytd-
-eeier;5;1;0.00;0;0;1;0.00;0.00;100.00;reiee-
-urga;4;1;0.00;0;1;0;0.00;100.00;0.00;agru-
-lwert;5;56;0.00;56;0;0;100.00;0.00;0.00;trewl-
-uckl;4;1;0.00;1;0;0;100.00;0.00;0.00;lkcu-
-ynetz;5;2;0.00;0;0;2;0.00;0.00;100.00;zteny-
-sical;5;3;0.00;0;0;3;0.00;0.00;100.00;lacis-
-ättli;5;1;0.00;0;0;1;0.00;0.00;100.00;ilttä-
-osode;5;1;0.00;0;1;0;0.00;100.00;0.00;edoso-
-ykül;4;1;0.00;0;0;1;0.00;0.00;100.00;lüky-
-tchef;5;5;0.00;5;0;0;100.00;0.00;0.00;fehct-
-pleit;5;3;0.00;3;0;0;100.00;0.00;0.00;tielp-
-arita;5;1;0.00;1;0;0;100.00;0.00;0.00;atira-
-urge;4;4;0.00;3;1;0;75.00;25.00;0.00;egru-
-paßen;5;1;0.00;0;0;1;0.00;0.00;100.00;neßap-
-hfall;5;9;0.00;8;0;1;88.89;0.00;11.11;llafh-
-ladus;5;1;0.00;1;0;0;100.00;0.00;0.00;sudal-
-rauto;5;10;0.00;0;0;10;0.00;0.00;100.00;otuar-
-bhub;4;1;0.00;1;0;0;100.00;0.00;0.00;buhb-
-urgh;4;2;0.00;0;0;2;0.00;0.00;100.00;hgru-
-vland;5;1;0.00;0;0;1;0.00;0.00;100.00;dnalv-
-awne;4;1;0.00;0;0;1;0.00;0.00;100.00;enwa-
-ionär;5;50;0.00;49;0;1;98.00;0.00;2.00;ränoi-
-xting;5;1;0.00;0;0;1;0.00;0.00;100.00;gnitx-
-fbett;5;5;0.00;0;0;5;0.00;0.00;100.00;ttebf-
-ovinz;5;19;0.00;0;19;0;0.00;100.00;0.00;znivo-
-tabak;5;31;0.00;31;0;0;100.00;0.00;0.00;kabat-
-uttit;5;1;0.00;1;0;0;100.00;0.00;0.00;tittu-
-itain;5;2;0.00;2;0;0;100.00;0.00;0.00;niati-
-yout;4;5;0.00;1;0;4;20.00;0.00;80.00;tuoy-
-zfass;5;3;0.00;0;0;3;0.00;0.00;100.00;ssafz-
-tchen;5;272;0.01;0;0;272;0.00;0.00;100.00;nehct-
-orica;5;1;0.00;0;0;1;0.00;0.00;100.00;aciro-
-ndler;5;332;0.02;332;0;0;100.00;0.00;0.00;reldn-
-ahrt;4;252;0.01;0;252;0;0.00;100.00;0.00;trha-
-lstab;5;18;0.00;18;0;0;100.00;0.00;0.00;batsl-
-toen;4;1;0.00;0;0;1;0.00;0.00;100.00;neot-
-fwolf;5;1;0.00;1;0;0;100.00;0.00;0.00;flowf-
-ucky;4;1;0.00;0;0;1;0.00;0.00;100.00;ykcu-
-tzige;5;2;0.00;0;2;0;0.00;100.00;0.00;egizt-
-nhupe;5;2;0.00;0;2;0;0.00;100.00;0.00;epuhn-
-aesh;4;1;0.00;1;0;0;100.00;0.00;0.00;hsea-
-ißgut;5;1;0.00;0;0;1;0.00;0.00;100.00;tugßi-
-ykhit;5;2;0.00;2;0;0;100.00;0.00;0.00;tihky-
-tcher;5;7;0.00;6;0;1;85.71;0.00;14.29;rehct-
-növer;5;37;0.00;0;0;37;0.00;0.00;100.00;revön-
-isman;5;2;0.00;1;0;1;50.00;0.00;50.00;namsi-
-ftier;5;5;0.00;0;0;5;0.00;0.00;100.00;reitf-
-tchet;5;1;0.00;0;0;1;0.00;0.00;100.00;tehct-
-amide;5;34;0.00;1;33;0;2.94;97.06;0.00;edima-
-itait;5;2;0.00;2;0;0;100.00;0.00;0.00;tiati-
-lstag;5;6;0.00;6;0;0;100.00;0.00;0.00;gatsl-
-eholz;5;8;0.00;0;0;8;0.00;0.00;100.00;zlohe-
-hfalz;5;1;0.00;1;0;0;100.00;0.00;0.00;zlafh-
-atoc;4;1;0.00;1;0;0;100.00;0.00;0.00;cota-
-cagon;5;2;0.00;0;0;2;0.00;0.00;100.00;nogac-
-biere;5;1;0.00;0;1;0;0.00;100.00;0.00;ereib-
-side;4;4;0.00;0;2;2;0.00;50.00;50.00;edis-
-spurt;5;6;0.00;6;0;0;100.00;0.00;0.00;trups-
-ourin;5;1;0.00;0;0;1;0.00;0.00;100.00;niruo-
-ñar;3;1;0.00;1;0;0;100.00;0.00;0.00;rañ-
-kinsk;5;1;0.00;0;0;1;0.00;0.00;100.00;ksnik-
-oslem;5;1;0.00;1;0;0;100.00;0.00;0.00;melso-
-dmahl;5;1;0.00;0;0;1;0.00;0.00;100.00;lhamd-
-ñas;3;1;0.00;0;0;1;0.00;0.00;100.00;sañ-
-abte;4;1;0.00;0;1;0;0.00;100.00;0.00;etba-
-bhut;4;1;0.00;0;1;0;0.00;100.00;0.00;tuhb-
-ibium;5;2;0.00;0;0;2;0.00;0.00;100.00;muibi-
-ftube;5;1;0.00;0;1;0;0.00;100.00;0.00;ebutf-
-ulia;4;1;0.00;0;1;0;0.00;100.00;0.00;ailu-
-rappé;5;2;0.00;0;0;2;0.00;0.00;100.00;éppar-
-effit;5;1;0.00;1;0;0;100.00;0.00;0.00;tiffe-
-atol;4;2;0.00;0;0;2;0.00;0.00;100.00;lota-
-ourit;5;1;0.00;1;0;0;100.00;0.00;0.00;tiruo-
-fanon;5;1;0.00;0;0;1;0.00;0.00;100.00;nonaf-
-chze;4;4;0.00;0;0;4;0.00;0.00;100.00;ezhc-
-arity;5;1;0.00;0;1;0;0.00;100.00;0.00;ytira-
-ppkur;5;1;0.00;0;1;0;0.00;100.00;0.00;rukpp-
-ulid;4;5;0.00;2;0;3;40.00;0.00;60.00;dilu-
-arfum;5;2;0.00;0;0;2;0.00;0.00;100.00;mufra-
-lstar;5;18;0.00;18;0;0;100.00;0.00;0.00;ratsl-
-atom;4;173;0.01;5;0;168;2.89;0.00;97.11;mota-
-uohr;4;1;0.00;0;0;1;0.00;0.00;100.00;rhou-
-ulie;4;12;0.00;0;12;0;0.00;100.00;0.00;eilu-
-aton;4;12;0.00;4;0;8;33.33;0.00;66.67;nota-
-lstat;5;2;0.00;0;1;1;0.00;50.00;50.00;tatsl-
-tige;4;47;0.00;0;43;4;0.00;91.49;8.51;egit-
-atop;4;1;0.00;0;0;1;0.00;0.00;100.00;pota-
-lstau;5;1;0.00;1;0;0;100.00;0.00;0.00;uatsl-
-sfee;4;3;0.00;0;3;0;0.00;100.00;0.00;eefs-
-joule;5;11;0.00;0;0;11;0.00;0.00;100.00;eluoj-
-lamsk;5;1;0.00;0;0;1;0.00;0.00;100.00;ksmal-
-zbahn;5;3;0.00;0;3;0;0.00;100.00;0.00;nhabz-
-arfur;5;1;0.00;0;0;1;0.00;0.00;100.00;rufra-
-ator;4;887;0.05;886;1;0;99.89;0.11;0.00;rota-
-atos;4;4;0.00;4;0;0;100.00;0.00;0.00;sota-
-anigl;5;1;0.00;0;1;0;0.00;100.00;0.00;lgina-
-titum;5;1;0.00;0;0;1;0.00;0.00;100.00;mutit-
-ulik;4;8;0.00;0;8;0;0.00;100.00;0.00;kilu-
-nfile;5;1;0.00;0;0;1;0.00;0.00;100.00;elifn-
-ßzug;4;1;0.00;1;0;0;100.00;0.00;0.00;guzß-
-fwind;5;2;0.00;2;0;0;100.00;0.00;0.00;dniwf-
-atow;4;2;0.00;0;0;2;0.00;0.00;100.00;wota-
-uija;4;1;0.00;0;0;1;0.00;0.00;100.00;ajiu-
-ulin;4;38;0.00;1;2;35;2.63;5.26;92.11;nilu-
-rcar;4;2;0.00;0;0;2;0.00;0.00;100.00;racr-
-tigo;4;4;0.00;0;3;1;0.00;75.00;25.00;ogit-
-titur;5;12;0.00;0;12;0;0.00;100.00;0.00;rutit-
-iburg;5;3;0.00;0;0;3;0.00;0.00;100.00;grubi-
-skrem;5;4;0.00;0;4;0;0.00;100.00;0.00;merks-
-skren;5;1;0.00;1;0;0;100.00;0.00;0.00;nerks-
-titut;5;70;0.00;1;0;69;1.43;0.00;98.57;tutit-
-rssex;5;1;0.00;1;0;0;100.00;0.00;0.00;xessr-
-hharz;5;4;0.00;0;0;4;0.00;0.00;100.00;zrahh-
-ulis;4;4;0.00;0;4;0;0.00;100.00;0.00;silu-
-nfilm;5;37;0.00;37;0;0;100.00;0.00;0.00;mlifn-
-lutid;5;1;0.00;0;0;1;0.00;0.00;100.00;ditul-
-ulit;4;17;0.00;17;0;0;100.00;0.00;0.00;tilu-
-sfer;4;53;0.00;53;0;0;100.00;0.00;0.00;refs-
-spott;5;1;0.00;1;0;0;100.00;0.00;0.00;ttops-
-äreis;5;1;0.00;0;0;1;0.00;0.00;100.00;sierä-
-ulix;4;1;0.00;1;0;0;100.00;0.00;0.00;xilu-
-nhorn;5;21;0.00;0;0;21;0.00;0.00;100.00;nrohn-
-ärtel;5;2;0.00;2;0;0;100.00;0.00;0.00;leträ-
-necke;5;220;0.01;0;220;0;0.00;100.00;0.00;ekcen-
-orrad;5;7;0.00;0;0;7;0.00;0.00;100.00;darro-
-suan;4;3;0.00;2;0;1;66.67;0.00;33.33;naus-
-dosis;5;88;0.00;0;88;0;0.00;100.00;0.00;sisod-
-orrhö;5;25;0.00;0;25;0;0.00;100.00;0.00;öhrro-
-iumit;5;1;0.00;1;0;0;100.00;0.00;0.00;timui-
-ärten;5;11;0.00;0;0;11;0.00;0.00;100.00;neträ-
-betag;5;3;0.00;3;0;0;100.00;0.00;0.00;gateb-
-oschd;5;1;0.00;1;0;0;100.00;0.00;0.00;dhcso-
-rtamt;5;1;0.00;0;0;1;0.00;0.00;100.00;tmatr-
-tude;4;35;0.00;0;35;0;0.00;100.00;0.00;edut-
-osche;5;6;0.00;0;6;0;0.00;100.00;0.00;ehcso-
-lutin;5;1;0.00;0;0;1;0.00;0.00;100.00;nitul-
-nhort;5;1;0.00;1;0;0;100.00;0.00;0.00;trohn-
-egrim;5;1;0.00;1;0;0;100.00;0.00;0.00;mirge-
-suar;4;7;0.00;7;0;0;100.00;0.00;0.00;raus-
-ärter;5;56;0.00;56;0;0;100.00;0.00;0.00;reträ-
-akra;4;1;0.00;0;0;1;0.00;0.00;100.00;arka-
-egrin;5;3;0.00;0;0;3;0.00;0.00;100.00;nirge-
-arose;5;3;0.00;0;3;0;0.00;100.00;0.00;esora-
-betal;5;1;0.00;0;0;1;0.00;0.00;100.00;lateb-
-hesee;5;1;0.00;1;0;0;100.00;0.00;0.00;eeseh-
-tudi;4;1;0.00;1;0;0;100.00;0.00;0.00;idut-
-oschi;5;2;0.00;2;0;0;100.00;0.00;0.00;ihcso-
-eelen;5;2;0.00;0;0;2;0.00;0.00;100.00;nelee-
-splus;5;2;0.00;0;0;2;0.00;0.00;100.00;sulps-
-orran;5;1;0.00;1;0;0;100.00;0.00;0.00;narro-
-ruple;5;1;0.00;0;0;1;0.00;0.00;100.00;elpur-
-capon;5;1;0.00;0;0;1;0.00;0.00;100.00;nopac-
-vimab;5;1;0.00;0;0;1;0.00;0.00;100.00;bamiv-
-eeler;5;2;0.00;2;0;0;100.00;0.00;0.00;relee-
-ycyt;4;1;0.00;1;0;0;100.00;0.00;0.00;tycy-
-uteng;5;1;0.00;0;0;1;0.00;0.00;100.00;gnetu-
-trea;4;1;0.00;0;0;1;0.00;0.00;100.00;aert-
-rvase;5;3;0.00;0;3;0;0.00;100.00;0.00;esavr-
-mmalo;5;1;0.00;1;0;0;100.00;0.00;0.00;olamm-
-lutiv;5;1;0.00;1;0;0;100.00;0.00;0.00;vitul-
-hedit;5;1;0.00;1;0;0;100.00;0.00;0.00;tideh-
-äsens;5;2;0.00;0;0;2;0.00;0.00;100.00;snesä-
-xuron;5;1;0.00;0;0;1;0.00;0.00;100.00;norux-
-äsent;5;2;0.00;0;0;2;0.00;0.00;100.00;tnesä-
-yrum;4;1;0.00;0;0;1;0.00;0.00;100.00;mury-
-apiol;5;1;0.00;0;0;1;0.00;0.00;100.00;loipa-
-tree;4;3;0.00;1;0;2;33.33;0.00;66.67;eert-
-orrat;5;40;0.00;40;0;0;100.00;0.00;0.00;tarro-
-kycam;5;1;0.00;0;1;0;0.00;100.00;0.00;macyk-
-campi;5;1;0.00;1;0;0;100.00;0.00;0.00;ipmac-
-allag;5;1;0.00;1;0;0;100.00;0.00;0.00;galla-
-ianöl;5;2;0.00;0;0;2;0.00;0.00;100.00;lönai-
-ancit;5;1;0.00;0;0;1;0.00;0.00;100.00;ticna-
-akro;4;4;0.00;1;0;3;25.00;0.00;75.00;orka-
-allah;5;2;0.00;0;1;1;0.00;50.00;50.00;halla-
-aross;5;1;0.00;0;0;1;0.00;0.00;100.00;ssora-
-anrek;5;10;0.00;10;0;0;100.00;0.00;0.00;kerna-
-heser;5;1;0.00;1;0;0;100.00;0.00;0.00;reseh-
-arost;5;1;0.00;1;0;0;100.00;0.00;0.00;tsora-
-amboß;5;1;0.00;1;0;0;100.00;0.00;0.00;ßobma-
-lunke;5;2;0.00;1;1;0;50.00;50.00;0.00;eknul-
-yrus;4;3;0.00;2;0;1;66.67;0.00;33.33;sury-
-äsenz;5;18;0.00;0;18;0;0.00;100.00;0.00;znesä-
-apios;5;1;0.00;1;0;0;100.00;0.00;0.00;soipa-
-itsee;5;1;0.00;1;0;0;100.00;0.00;0.00;eesti-
-rumme;5;1;0.00;0;0;1;0.00;0.00;100.00;emmur-
-trel;4;3;0.00;1;0;2;33.33;0.00;66.67;lert-
-ndoer;5;1;0.00;0;1;0;0.00;100.00;0.00;reodn-
-tren;4;2;0.00;0;0;2;0.00;0.00;100.00;nert-
-ündin;5;4;0.00;0;4;0;0.00;100.00;0.00;nidnü-
-nbias;5;1;0.00;1;0;0;100.00;0.00;0.00;saibn-
-yotte;5;1;0.00;0;0;1;0.00;0.00;100.00;ettoy-
-tebox;5;2;0.00;0;2;0;0.00;100.00;0.00;xobet-
-mpgun;5;1;0.00;0;1;0;0.00;100.00;0.00;nugpm-
-apula;5;3;0.00;0;3;0;0.00;100.00;0.00;alupa-
-uäke;4;1;0.00;0;0;1;0.00;0.00;100.00;ekäu-
-rummi;5;1;0.00;1;0;0;100.00;0.00;0.00;immur-
-ftler;5;76;0.00;76;0;0;100.00;0.00;0.00;reltf-
-ngung;5;342;0.02;0;342;0;0.00;100.00;0.00;gnugn-
-akry;4;1;0.00;0;0;1;0.00;0.00;100.00;yrka-
-eiron;5;1;0.00;1;0;0;100.00;0.00;0.00;norie-
-wips;4;1;0.00;1;0;0;100.00;0.00;0.00;spiw-
-allas;5;3;0.00;1;1;1;33.33;33.33;33.33;salla-
-toff;4;528;0.03;527;0;1;99.81;0.00;0.19;ffot-
-tret;4;1;0.00;1;0;0;100.00;0.00;0.00;tert-
-allat;5;5;0.00;0;0;5;0.00;0.00;100.00;talla-
-größe;5;314;0.02;0;314;0;0.00;100.00;0.00;eßörg-
-rbuxe;5;1;0.00;0;1;0;0.00;100.00;0.00;exubr-
-treu;4;11;0.00;0;10;1;0.00;90.91;9.09;uert-
-spusi;5;1;0.00;0;0;1;0.00;0.00;100.00;isups-
-dogma;5;3;0.00;0;0;3;0.00;0.00;100.00;amgod-
-slike;5;1;0.00;1;0;0;100.00;0.00;0.00;ekils-
-neohr;5;1;0.00;0;0;1;0.00;0.00;100.00;rhoen-
-eirot;5;1;0.00;0;0;1;0.00;0.00;100.00;torie-
-orida;5;4;0.00;0;0;4;0.00;0.00;100.00;adiro-
-ndige;5;8;0.00;0;8;0;0.00;100.00;0.00;egidn-
-zader;5;2;0.00;0;2;0;0.00;100.00;0.00;redaz-
-mosom;5;21;0.00;0;0;21;0.00;0.00;100.00;mosom-
-lapse;5;1;0.00;0;1;0;0.00;100.00;0.00;espal-
-alibo;5;1;0.00;0;0;1;0.00;0.00;100.00;obila-
-dmaid;5;2;0.00;0;2;0;0.00;100.00;0.00;diamd-
-cubin;5;1;0.00;0;0;1;0.00;0.00;100.00;nibuc-
-raçao;5;1;0.00;0;0;1;0.00;0.00;100.00;oaçar-
-hräge;5;11;0.00;0;11;0;0.00;100.00;0.00;egärh-
-arium;5;111;0.01;0;0;111;0.00;0.00;100.00;muira-
-sieb;4;44;0.00;0;0;44;0.00;0.00;100.00;beis-
-uoie;4;3;0.00;0;3;0;0.00;100.00;0.00;eiou-
-biese;5;2;0.00;0;1;1;0.00;50.00;50.00;eseib-
-xist;4;4;0.00;4;0;0;100.00;0.00;0.00;tsix-
-raoui;5;1;0.00;1;0;0;100.00;0.00;0.00;iuoar-
-nelin;5;1;0.00;0;0;1;0.00;0.00;100.00;nilen-
-lteig;5;6;0.00;6;0;0;100.00;0.00;0.00;gietl-
-alibu;5;1;0.00;0;0;1;0.00;0.00;100.00;ubila-
-abub;4;2;0.00;1;0;1;50.00;0.00;50.00;buba-
-keten;5;1;0.00;0;0;1;0.00;0.00;100.00;netek-
-sieg;4;40;0.00;40;0;0;100.00;0.00;0.00;geis-
-tofu;4;3;0.00;3;0;0;100.00;0.00;0.00;ufot-
-apult;5;1;0.00;0;0;1;0.00;0.00;100.00;tlupa-
-ndigo;5;4;0.00;3;0;1;75.00;0.00;25.00;ogidn-
-arius;5;13;0.00;13;0;0;100.00;0.00;0.00;suira-
-smine;5;2;0.00;0;2;0;0.00;100.00;0.00;enims-
-hhase;5;5;0.00;5;0;0;100.00;0.00;0.00;esahh-
-eecho;5;1;0.00;0;0;1;0.00;0.00;100.00;ohcee-
-rrahm;5;1;0.00;1;0;0;100.00;0.00;0.00;mharr-
-dmail;5;1;0.00;0;1;0;0.00;100.00;0.00;liamd-
-rfan;4;4;0.00;4;0;0;100.00;0.00;0.00;nafr-
-mbé;3;1;0.00;0;1;0;0.00;100.00;0.00;ébm-
-wumm;4;2;0.00;2;0;0;100.00;0.00;0.00;mmuw-
-iaxon;5;1;0.00;0;0;1;0.00;0.00;100.00;noxai-
-poese;5;16;0.00;0;16;0;0.00;100.00;0.00;eseop-
-urkey;5;1;0.00;1;0;0;100.00;0.00;0.00;yekru-
-lteil;5;17;0.00;4;0;13;23.53;0.00;76.47;lietl-
-auöse;5;1;0.00;0;1;0;0.00;100.00;0.00;esöua-
-amien;5;4;0.00;0;0;4;0.00;0.00;100.00;neima-
-nelit;5;7;0.00;7;0;0;100.00;0.00;0.00;tilen-
-edrat;5;2;0.00;0;1;1;0.00;50.00;50.00;tarde-
-tiha;4;1;0.00;1;0;0;100.00;0.00;0.00;ahit-
-nzgen;5;2;0.00;0;0;2;0.00;0.00;100.00;negzn-
-owitz;5;8;0.00;2;0;6;25.00;0.00;75.00;ztiwo-
-sien;4;51;0.00;0;0;51;0.00;0.00;100.00;neis-
-ftuch;5;3;0.00;0;0;3;0.00;0.00;100.00;hcutf-
-amier;5;1;0.00;1;0;0;100.00;0.00;0.00;reima-
-arure;5;1;0.00;0;1;0;0.00;100.00;0.00;erura-
-dmait;5;1;0.00;1;0;0;100.00;0.00;0.00;tiamd-
